task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Prepare reports, deliver presentations, or participate in program review activities to communicate engineering results or recommendations.",prepare reports deliver presentations or participate in program review activities to communicate engineering results or recommendations,17-2199.09,Nanosystems Engineers,nanosystems engineers,Core,24.0,Occupational Expert,1.0,0.030281447889261955,0.03921408695488497,Architecture and Engineering Occupations,1.0,56.61,117750.0,54.47,113290.0,25125.0,1520.0,46.11,95900.0,62.7096,130424.00000000001,44.14,91810.0,60.03040000000001,124861.6,19460.0,87.0,0.01629510793944355,0.07267580851836976,0.014112016926298286,0.004619526259617376,0.29612346153846153,3.81,100.0,False,0.36333423076923077,4.0,100.0,False
"Provide scientific or technical guidance or expertise to scientists, engineers, technologists, technicians, or others, using knowledge of chemical, analytical, or biological processes as applied to micro and nanoscale systems.",provide scientific or technical guidance or expertise to scientists engineers technologists technicians or others using knowledge of chemical analytical or biological processes as applied to micro and nanoscale systems,17-2199.09,Nanosystems Engineers,nanosystems engineers,Core,24.0,Occupational Expert,1.0,0.010174566490792025,0.013175933216841358,Architecture and Engineering Occupations,1.0,56.61,117750.0,54.47,113290.0,25125.0,1520.0,46.11,95900.0,62.7096,130424.00000000001,44.14,91810.0,60.03040000000001,124861.6,19460.0,87.0,0.01629510793944355,0.07267580851836976,0.014112016926298286,0.004619526259617376,2.792450769230769,4.28,90.48,False,1.7694792307692309,3.95,91.67,False
"Conduct research related to a range of nanotechnology topics, such as packaging, heat transfer, fluorescence detection, nanoparticle dispersion, hybrid systems, liquid systems, nanocomposites, nanofabrication, optoelectronics, or nanolithography.",conduct research related to a range of nanotechnology topics such as packaging heat transfer fluorescence detection nanoparticle dispersion hybrid systems liquid systems nanocomposites nanofabrication optoelectronics or nanolithography,17-2199.09,Nanosystems Engineers,nanosystems engineers,Core,24.0,Occupational Expert,1.0,0.002018763192617427,0.0026142724636589506,Architecture and Engineering Occupations,1.0,56.61,117750.0,54.47,113290.0,25125.0,1520.0,46.11,95900.0,62.7096,130424.00000000001,44.14,91810.0,60.03040000000001,124861.6,19460.0,87.0,0.01629510793944355,0.07267580851836976,0.014112016926298286,0.004619526259617376,1.0353192307692307,4.05,100.0,False,1.1929453846153846,3.83,100.0,False
Create freehand drawings and lettering to accompany drawings.,create freehand drawings and lettering to accompany drawings,17-3011.01,Architectural Drafters,architectural drafters,Supplemental,58.0,Incumbent,1.0,0.004764281134577203,0.006169683014235222,Architecture and Engineering Occupations,4.0,30.9,64280.0,29.97,62350.0,53228.0,1555.0,24.38,50710.0,33.156800000000004,68965.6,22.65,47120.0,30.804000000000002,64083.200000000004,92588.0,1623.0,0.03452163205574931,0.07434926463556908,0.06714303305098179,0.08617805884320691,0.23896346153846157,3.48,69.67,False,0.315725,2.55,76.7,False
"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",analyze building codes bylaws space and site requirements and other technical documents and reports to determine their effect on architectural designs,17-3011.01,Architectural Drafters,architectural drafters,Core,57.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Architecture and Engineering Occupations,4.0,30.9,64280.0,29.97,62350.0,53228.0,1555.0,24.38,50710.0,33.156800000000004,68965.6,22.65,47120.0,30.804000000000002,64083.200000000004,92588.0,1623.0,0.03452163205574931,0.07434926463556908,0.06714303305098179,0.08617805884320691,1.2953561538461538,4.28,96.64,False,0.9995557692307693,4.06,85.05,False
"Draw rough and detailed scale plans for foundations, buildings, and structures, based on preliminary concepts, sketches, engineering calculations, specification sheets, and other data.",draw rough and detailed scale plans for foundations buildings and structures based on preliminary concepts sketches engineering calculations specification sheets and other data,17-3011.01,Architectural Drafters,architectural drafters,Core,58.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Architecture and Engineering Occupations,4.0,30.9,64280.0,29.97,62350.0,53228.0,1555.0,24.38,50710.0,33.156800000000004,68965.6,22.65,47120.0,30.804000000000002,64083.200000000004,92588.0,1623.0,0.03452163205574931,0.07434926463556908,0.06714303305098179,0.08617805884320691,3.9150523076923074,3.99,86.6,False,2.120638076923077,3.91,91.56,False
"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's supervision.",prepare cost estimates contracts bidding documents and technical reports for specific projects under an architects supervision,17-3011.01,Architectural Drafters,architectural drafters,Supplemental,57.0,Incumbent,1.0,0.013404587598979955,0.01735876915869574,Architecture and Engineering Occupations,4.0,30.9,64280.0,29.97,62350.0,53228.0,1555.0,24.38,50710.0,33.156800000000004,68965.6,22.65,47120.0,30.804000000000002,64083.200000000004,92588.0,1623.0,0.03452163205574931,0.07434926463556908,0.06714303305098179,0.08617805884320691,1.8164573076923076,3.9166666666666665,84.30333333333333,True,0.5804180769230769,3.18,40.28,False
Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,key and program specified commands and engineering specifications into computer system to change functions and test final layout,17-3012.01,Electronic Drafters,electronic drafters,Supplemental,64.0,Incumbent,1.0,0.005087283245395973,0.00658796660842063,Architecture and Engineering Occupations,4.0,35.44,73720.0,30.87,64200.0,2421.0,51.0,28.62,59520.0,38.9232,80947.20000000001,28.99,60300.0,39.4264,82008.0,7062.0,44.0,0.0015701674157768293,0.0024384646279189855,0.005121226286408967,0.0023363121313007417,2.011831153846154,3.6,50.79,False,3.4976196153846155,4.3,53.47,False
Write technical reports and draw charts that display statistics and data.,write technical reports and draw charts that display statistics and data,17-3012.02,Electrical Drafters,electrical drafters,Supplemental,140.0,Incumbent,1.0,0.0012112579155704247,0.0015685634781953297,Architecture and Engineering Occupations,4.0,35.44,73720.0,30.87,64200.0,7589.0,159.0,28.62,59520.0,38.9232,80947.20000000001,28.99,60300.0,39.4264,82008.0,22138.0,136.0,0.0049219332995994874,0.007602272075276838,0.01605405091029761,0.007221328405838656,0.2540811538461538,2.89,49.89,False,0.2540811538461538,2.89,49.89,False
Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations,17-3012.02,Electrical Drafters,electrical drafters,Core,141.0,Incumbent,1.0,0.007590549604241633,0.009829664463357793,Architecture and Engineering Occupations,4.0,35.44,73720.0,30.87,64200.0,7589.0,159.0,28.62,59520.0,38.9232,80947.20000000001,28.99,60300.0,39.4264,82008.0,22138.0,136.0,0.0049219332995994874,0.007602272075276838,0.01605405091029761,0.007221328405838656,1.4506226923076921,4.26,82.02,False,1.4506226923076921,4.26,82.02,False
"Prepare and interpret specifications, calculating weights, volumes, and stress factors.",prepare and interpret specifications calculating weights volumes and stress factors,17-3012.02,Electrical Drafters,electrical drafters,Supplemental,142.0,Incumbent,1.0,0.003310771635892583,0.004287406840400684,Architecture and Engineering Occupations,4.0,35.44,73720.0,30.87,64200.0,7589.0,159.0,28.62,59520.0,38.9232,80947.20000000001,28.99,60300.0,39.4264,82008.0,22138.0,136.0,0.0049219332995994874,0.007602272075276838,0.01605405091029761,0.007221328405838656,0.986606282051282,3.65,66.76,True,1.8687584615384616,3.61,56.48,False
"Study work order requests to determine type of service, such as lighting or power, demanded by installation.",study work order requests to determine type of service such as lighting or power demanded by installation,17-3012.02,Electrical Drafters,electrical drafters,Core,143.0,Incumbent,1.0,0.0032300211081879304,0.004182835941854382,Architecture and Engineering Occupations,4.0,35.44,73720.0,30.87,64200.0,7589.0,159.0,28.62,59520.0,38.9232,80947.20000000001,28.99,60300.0,39.4264,82008.0,22138.0,136.0,0.0049219332995994874,0.007602272075276838,0.01605405091029761,0.007221328405838656,1.255115,3.8,68.37,False,1.255115,3.8,68.37,False
"Review and analyze specifications, sketches, drawings, ideas, and related data to assess factors affecting component designs and the procedures and instructions to be followed.",review and analyze specifications sketches drawings ideas and related data to assess factors affecting component designs and the procedures and instructions to be followed,17-3013.00,Mechanical Drafters,mechanical drafters,Core,104.0,Incumbent,1.0,0.002503266358845581,0.003241697854937062,Architecture and Engineering Occupations,4.0,32.94,68510.0,32.94,68520.0,39900.0,610.0,25.73,53520.0,34.9928,72787.20000000001,23.92,49750.0,32.531200000000005,67660.0,65250.0,610.0,0.025877604250101403,0.029165949471187867,0.04731804236592822,0.03238978182030574,2.721111923076923,4.21,95.89,False,1.724586153846154,3.88,86.03,False
Position instructions and comments onto drawings.,position instructions and comments onto drawings,17-3013.00,Mechanical Drafters,mechanical drafters,Core,105.0,Incumbent,1.0,0.0016150105540939257,0.0020914179709271403,Architecture and Engineering Occupations,4.0,32.94,68510.0,32.94,68520.0,39900.0,610.0,25.73,53520.0,34.9928,72787.20000000001,23.92,49750.0,32.531200000000005,67660.0,65250.0,610.0,0.025877604250101403,0.029165949471187867,0.04731804236592822,0.03238978182030574,2.278468076923077,3.72,96.34,False,2.173713846153846,3.75,91.07,False
"Coordinate with and consult other workers to design, lay out, or detail components and systems and to resolve design or other problems.",coordinate with and consult other workers to design lay out or detail components and systems and to resolve design or other problems,17-3013.00,Mechanical Drafters,mechanical drafters,Core,104.0,Incumbent,1.0,0.001453509498684541,0.0018822761738344364,Architecture and Engineering Occupations,4.0,32.94,68510.0,32.94,68520.0,39900.0,610.0,25.73,53520.0,34.9928,72787.20000000001,23.92,49750.0,32.531200000000005,67660.0,65250.0,610.0,0.025877604250101403,0.029165949471187867,0.04731804236592822,0.03238978182030574,2.198665,3.9,99.29,False,1.2037396153846154,3.96,97.73,False
Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements,17-3022.00,Civil Engineering Technicians,civil engineering technicians,Core,115.0,Incumbent,1.0,0.001695761081798658,0.0021959888694735434,Architecture and Engineering Occupations,8.0,30.86,64200.0,29.7,61770.0,62130.0,910.0,23.68,49260.0,32.2048,66993.6,23.55,48990.0,32.028000000000006,66626.40000000001,71440.0,630.0,0.04029512661801504,0.043509859047181895,0.051806911059339655,0.033451741879987895,1.3801176923076923,4.1,81.67,False,2.4980434615384617,3.93,90.09,False
Conduct materials test and analysis using tools and equipment and applying engineering knowledge.,conduct materials test and analysis using tools and equipment and applying engineering knowledge,17-3022.00,Civil Engineering Technicians,civil engineering technicians,Supplemental,115.0,Incumbent,1.0,0.13138110857554475,0.17013685193492786,Architecture and Engineering Occupations,8.0,30.86,64200.0,29.7,61770.0,62130.0,910.0,23.68,49260.0,32.2048,66993.6,23.55,48990.0,32.028000000000006,66626.40000000001,71440.0,630.0,0.04029512661801504,0.043509859047181895,0.051806911059339655,0.033451741879987895,1.1311749999999998,4.04,54.03,False,0.5224561538461538,2.85,42.51,False
"Calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer.",calculate dimensions square footage profile and component specifications and material quantities using calculator or computer,17-3022.00,Civil Engineering Technicians,civil engineering technicians,Core,115.0,Incumbent,1.0,0.0016150105540939257,0.0020914179709271403,Architecture and Engineering Occupations,8.0,30.86,64200.0,29.7,61770.0,62130.0,910.0,23.68,49260.0,32.2048,66993.6,23.55,48990.0,32.028000000000006,66626.40000000001,71440.0,630.0,0.04029512661801504,0.043509859047181895,0.051806911059339655,0.033451741879987895,1.3092173076923077,4.24,90.7,False,2.816691538461538,4.2,97.47,False
"Develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",develop plans and estimate costs for installation of systems utilization of facilities or construction of structures,17-3022.00,Civil Engineering Technicians,civil engineering technicians,Core,115.0,Incumbent,1.0,0.005975539050147628,0.007738246492430551,Architecture and Engineering Occupations,8.0,30.86,64200.0,29.7,61770.0,62130.0,910.0,23.68,49260.0,32.2048,66993.6,23.55,48990.0,32.028000000000006,66626.40000000001,71440.0,630.0,0.04029512661801504,0.043509859047181895,0.051806911059339655,0.033451741879987895,1.0810549999999999,4.01,63.5,False,2.1180873076923077,3.81,76.18,False
Prepare reports and document project activities and data.,prepare reports and document project activities and data,17-3022.00,Civil Engineering Technicians,civil engineering technicians,Core,115.0,Incumbent,1.0,0.06540792744080592,0.08470242782255168,Architecture and Engineering Occupations,8.0,30.86,64200.0,29.7,61770.0,62130.0,910.0,23.68,49260.0,32.2048,66993.6,23.55,48990.0,32.028000000000006,66626.40000000001,71440.0,630.0,0.04029512661801504,0.043509859047181895,0.051806911059339655,0.033451741879987895,1.0902623076923077,3.84,84.93,False,1.2438676923076923,3.7,79.31,False
"Write reports or record data on testing techniques, laboratory equipment, or specifications to assist engineers.",write reports or record data on testing techniques laboratory equipment or specifications to assist engineers,17-3023.01,Electronics Engineering Technicians,electronics engineering technicians,Core,81.0,Incumbent,1.0,0.0032300211081879304,0.004182835941854382,Architecture and Engineering Occupations,8.0,37.11,77180.0,31.65,65830.0,17045.0,875.0,29.39,61130.0,39.970400000000005,83136.8,28.08,58410.0,38.1888,79437.6,102283.0,1096.0,0.011054730938420512,0.0418364029299826,0.07417366018872394,0.05819541127058211,1.2353,3.8125,86.7075,True,0.5920388461538462,3.42,90.8,False
